282;95;07/05/2010; 368.72;84;108;12
283;76;16/11/2004; 798.89;53;57;12
284;99;11/12/2010; 674.82;38;177;76
285;16;08/09/2000; 455.47;73;56;86
286;126;22/03/2016; 634.62;54;0;84
287;97;02/06/2011; 5.99;75;18;38
288;137;04/11/2006; 545.81;30;127;56
289;130;18/06/2008; 568.32;22;138;21
290;62;23/11/2017; 139.07;79;6;90
291;77;15/05/2004; 51.39;8;65;48
292;121;21/01/2005; 113.19;69;158;42
293;112;02/12/2017; 888.64;65;5;79
294;74;01/02/2010; 503.78;64;124;49
295;107;09/07/2004; 71.27;14;184;36
296;118;21/02/2014; 634.22;33;42;9
297;43;25/07/2003; 560.05;47;147;83
298;122;08/09/2014; 612.97;63;42;27
299;56;13/12/2008; 257.64;83;51;64
300;51;18/03/2012; 519.87;25;89;21
301;131;06/10/2009; 649.75;90;46;50
302;5;28/04/2008; 176.44;55;177;55
303;108;10/08/2005; 152.31;53;45;23
304;134;11/04/2009; 455.64;6;176;1
305;62;11/11/2000; 238.84;70;102;3
306;0;02/05/2008; 715.40;12;176;65
307;112;01/02/2008; 120.77;26;45;9
308;50;07/10/2008; 779.28;70;25;97
309;113;17/06/2014; 515.21;2;132;20
310;152;08/08/2012; 32.56;92;53;36
311;17;17/01/2009; 588.43;40;155;63
312;14;18/10/2003; 108.34;15;132;91
313;59;22/02/2010; 295.83;23;46;83
314;73;11/02/2003; 238.20;65;183;91
315;134;19/07/2017; 655.44;30;69;55
316;88;05/08/2003; 253.65;0;65;81
317;28;28/06/2012; 311.57;48;27;17
318;131;05/10/2004; 336.76;19;181;10
319;26;26/10/2007; 190.90;77;35;96
320;4;19/01/2015; 25.56;51;56;83
321;138;12/02/2002; 662.69;38;180;58
322;39;23/07/2017; 834.27;75;88;53
323;91;26/10/2012; 723.40;23;23;43
324;28;28/02/2012; 302.83;15;68;71
325;22;26/08/2006; 606.09;71;12;83
326;73;08/08/2006; 533.10;35;99;73
327;54;10/10/2017; 270.65;34;70;50
328;11;20/06/2009; 23.51;59;28;11
329;117;10/04/2001; 451.68;67;50;6
330;148;14/08/2001; 559.14;89;112;98
331;14;26/07/2003; 896.36;57;172;66
332;112;28/04/2005; 269.31;12;44;28
333;64;24/09/2001; 422.89;82;53;1
334;45;18/12/2008; 708.49;81;174;51
335;96;16/03/2006; 748.12;64;187;33
336;100;04/08/2000; 509.80;63;35;61
337;95;16/06/2014; 807.27;5;54;14
338;10;02/04/2014; 445.32;58;49;41
339;116;05/04/2008; 498.80;49;151;92
340;46;24/08/2010; 87.48;2;121;15
341;59;15/05/2006; 412.19;72;18;25
342;106;22/10/2007; 843.56;9;170;32
343;97;14/08/2009; 464.09;24;36;28
344;16;24/11/2009; 493.19;44;75;26
345;2;12/08/2017; 727.24;16;14;6
346;46;06/10/2011; 437.95;65;52;15
347;150;11/03/2010; 613.02;7;58;72
348;78;23/06/2000; 537.97;45;120;70
349;32;11/02/2001; 471.79;71;68;11
350;94;09/12/2017; 56.52;85;2;33
351;4;09/09/2000; 581.22;55;58;15
352;44;03/06/2006; 323.21;0;168;13
353;127;11/04/2006; 219.17;81;18;36
354;46;22/09/2013; 470.20;36;12;2
355;61;16/05/2013; 707.37;60;63;48
356;134;05/02/2002; 581.62;30;49;76
357;19;26/01/2010; 566.23;89;43;87
358;55;17/01/2017; 453.98;67;173;97
359;147;02/07/2004; 280.71;35;32;22
360;106;23/11/2012; 701.93;12;85;94
361;93;02/03/2009; 82.65;62;71;3
362;21;15/03/2004; 343.04;56;162;1
363;104;14/05/2002; 18.43;74;56;43
364;115;04/09/2002; 300.30;84;15;48
365;111;17/02/2000; 772.16;20;1;72
366;76;02/10/2014; 302.23;34;144;79
367;61;18/07/2015; 692.97;61;32;93
368;90;07/11/2000; 371.06;81;101;39
369;151;19/11/2000; 863.00;24;40;95
370;147;15/06/2011; 593.59;54;71;34
371;129;07/09/2007; 329.00;9;137;49
372;89;03/11/2014; 809.87;35;67;32
373;124;10/05/2001; 694.23;19;141;28
374;39;25/03/2001; 681.86;69;66;21
375;48;25/01/2004; 308.24;62;36;16
376;136;06/07/2009; 288.38;67;127;33
377;102;16/03/2004; 228.22;74;141;38
378;82;06/01/2004; 761.94;89;64;58
379;10;09/07/2010; 384.10;38;126;7
380;27;24/08/2011; 281.73;17;64;34
381;125;03/06/2010; 486.21;64;143;80
382;12;12/08/2015; 494.12;94;82;23
383;41;17/11/2014; 66.46;92;44;46
384;146;07/06/2009; 502.32;9;175;95
385;16;08/05/2004; 225.37;9;134;31
386;21;24/12/2003; 80.15;61;113;3
387;63;23/11/2012; 300.15;10;151;1
388;109;28/05/2015; 883.61;19;136;9
389;149;28/02/2002; 565.73;12;168;59
390;123;02/08/2015; 47.84;35;51;92
391;108;26/05/2001; 47.62;4;89;47
392;32;27/01/2014; 174.12;90;22;93
393;60;01/07/2011; 125.60;51;170;82
394;85;04/02/2005; 714.73;33;153;24
395;139;25/03/2010; 216.43;59;90;33
396;112;03/06/2011; 711.97;84;21;24
397;98;12/11/2016; 74.58;82;176;75
398;36;21/06/2008; 361.57;45;183;35
399;36;06/08/2006; 504.51;31;135;12
400;11;25/11/2009; 529.34;32;148;5
401;12;01/10/2005; 451.64;50;97;48
402;129;07/04/2014; 738.12;69;134;47
403;35;07/02/2011; 64.24;20;177;19
404;45;14/12/2009; 774.27;47;157;50
405;49;13/04/2017; 440.57;25;54;17
406;135;02/05/2012; 500.06;83;0;19
407;19;17/12/2007; 785.08;47;140;27
408;66;20/07/2005; 584.11;24;137;2
409;87;07/11/2013; 734.45;56;68;42
410;7;05/06/2000; 552.69;44;23;66
411;42;28/03/2015; 282.57;45;126;0
412;126;22/08/2014; 102.57;79;130;60
413;101;22/09/2000; 841.76;17;4;7
414;53;12/04/2013; 82.20;83;157;68
415;8;14/09/2000; 641.26;48;36;53
416;136;18/02/2012; 282.02;16;115;20
417;28;27/10/2002; 744.82;34;30;22
418;72;03/09/2013; 862.08;59;49;58
419;118;23/04/2016; 252.04;87;32;33
420;143;19/09/2004; 700.65;53;46;95
421;114;12/04/2005; 280.91;50;25;45
422;79;20/04/2013; 771.37;41;121;67
423;5;06/05/2009; 725.13;57;162;6
424;152;16/11/2016; 473.02;40;177;16
425;72;04/05/2008; 139.36;55;14;95
426;134;25/06/2009; 586.86;24;116;23
427;39;20/01/2017; 116.96;62;69;63
428;148;18/11/2002; 580.72;50;12;30
429;91;08/12/2017; 727.38;2;88;38
430;63;03/07/2016; 403.30;54;162;60
431;57;02/09/2015; 144.64;58;145;37
432;50;25/02/2004; 710.53;81;140;38
433;26;15/12/2017; 226.41;8;1;76
434;126;11/06/2016; 541.37;75;64;81
435;86;07/05/2011; 773.72;7;56;74
436;2;10/08/2011; 651.79;8;28;27
437;79;10/04/2006; 431.57;77;68;75
438;84;19/07/2004; 657.79;89;136;99
439;1;24/05/2017; 307.95;94;78;47
440;29;09/07/2006; 408.35;80;172;93
441;39;11/11/2000; 892.22;47;123;53
442;73;28/11/2010; 253.71;31;68;96
443;113;03/12/2014; 191.76;49;46;64
444;63;19/06/2017; 309.67;44;38;6
445;1;09/08/2013; 830.66;44;71;40
446;27;10/08/2003; 826.86;56;111;6
447;121;24/06/2008; 152.45;8;94;74
448;13;28/02/2001; 59.68;59;110;44
449;93;03/12/2017; 101.92;17;6;23
450;76;15/07/2016; 224.07;65;164;60
451;84;19/05/2002; 103.01;86;54;84
452;92;17/06/2006; 681.61;71;119;0
453;21;13/06/2007; 409.99;1;37;79
454;91;13/10/2017; 401.91;56;136;88
455;60;27/04/2010; 836.30;87;86;79
456;34;01/06/2005; 642.49;90;9;5
457;69;23/08/2010; 539.87;30;184;6
458;111;25/06/2017; 648.57;0;84;37
459;0;16/12/2004; 509.58;72;23;41
460;123;16/03/2005; 681.13;80;110;61
461;81;14/10/2009; 786.38;87;48;42
462;112;23/03/2001; 545.34;32;27;9
463;139;13/08/2003; 763.07;3;168;21
464;26;27/10/2000; 711.75;71;79;32
465;32;23/08/2001; 844.21;13;167;38
466;65;13/02/2017; 49.36;43;10;68
467;117;02/02/2005; 629.89;54;126;2
468;14;04/10/2015; 250.09;51;164;30
469;4;22/04/2014; 533.79;67;127;22
470;125;25/11/2015; 456.45;90;66;72
471;38;13/09/2003; 307.39;31;1;22
472;100;03/12/2010; 809.19;14;120;87
473;46;05/10/2000; 24.57;35;97;32
474;47;06/03/2017; 752.71;86;80;96
475;74;18/06/2003; 806.24;6;110;81
476;2;12/05/2009; 434.81;44;184;43
477;124;04/11/2001; 443.84;7;172;88
478;103;18/04/2004; 282.64;50;136;87
479;86;05/08/2008; 714.50;87;87;39
480;149;13/11/2010; 271.78;13;159;81
481;106;19/05/2003; 286.88;74;135;36
482;109;15/07/2007; 93.28;20;103;53
483;59;02/05/2007; 715.83;90;101;70
484;60;21/10/2017; 663.26;12;95;5
485;107;15/04/2014; 737.87;76;144;25
486;40;16/07/2005; 642.38;84;106;5
487;1;17/01/2000; 310.78;49;170;81
488;31;22/02/2016; 691.43;52;139;13
489;0;28/11/2005; 817.11;27;140;15
490;146;04/03/2017; 461.21;61;28;63
491;107;14/09/2010; 400.07;77;18;67
492;91;08/04/2006; 407.00;83;12;97
493;148;21/11/2001; 33.67;5;147;99
494;138;21/11/2004; 227.02;17;85;3
495;75;15/08/2012; 752.73;77;180;96
496;37;28/02/2010; 206.07;6;51;71
497;149;25/06/2010; 807.07;55;129;36
498;5;06/06/2008; 735.51;74;22;28
499;57;17/02/2016; 296.89;53;119;3
500;47;07/07/2002; 169.65;83;77;58
501;29;25/01/2004; 564.83;16;107;35
502;142;12/11/2015; 352.51;58;54;78
503;79;18/08/2000; 102.42;71;30;72
504;96;26/09/2011; 881.06;22;86;0
505;9;23/08/2000; 523.61;39;71;72
506;81;01/04/2016; 574.30;51;170;89
507;65;06/03/2004; 824.86;0;130;81
508;99;17/08/2006; 30.60;51;183;67
509;112;02/07/2012; 742.00;85;44;66
510;72;11/05/2015; 522.52;3;124;14
511;0;22/08/2014; 627.48;49;158;4
512;151;22/02/2012; 644.62;42;51;16
513;9;18/10/2014; 891.65;65;173;79
514;61;16/06/2011; 741.04;24;181;45
515;38;25/01/2004; 791.52;88;181;96
516;57;03/05/2012; 661.08;73;41;74
517;146;04/09/2003; 154.23;71;94;62
518;99;05/11/2009; 95.71;33;112;29
519;37;14/02/2014; 738.07;59;157;69
520;29;03/07/2015; 726.64;27;125;39
521;65;18/03/2017; 433.65;68;57;90
522;119;15/09/2009; 815.36;20;113;37
523;86;08/02/2017; 898.87;65;95;25
524;138;23/07/2013; 883.30;30;174;14
525;141;19/06/2012; 107.48;0;72;16
526;37;05/10/2012; 163.25;12;100;68
527;64;28/11/2004; 498.39;77;48;22
528;54;14/06/2011; 35.28;51;47;60
529;133;02/07/2004; 569.34;88;112;80
530;126;15/02/2016; 680.63;11;40;80
531;92;07/12/2009; 751.95;56;83;54
532;33;06/07/2000; 400.24;46;186;37
533;61;01/12/2014; 372.15;70;176;97
534;90;26/02/2004; 318.81;93;171;9
535;34;26/09/2016; 507.05;41;184;30
536;12;04/09/2003; 650.19;12;152;63
537;148;28/07/2008; 609.62;80;104;43
538;147;04/03/2006; 557.58;93;22;12
539;14;05/07/2005; 77.67;83;41;35
540;54;16/11/2017; 242.29;69;17;38
541;112;13/05/2017; 468.47;74;49;79
542;18;12/02/2014; 575.54;16;51;55
543;64;11/04/2008; 675.87;11;40;47
544;152;11/03/2010; 724.95;55;92;4
545;99;05/11/2015; 78.22;9;80;58
546;60;28/07/2000; 895.50;47;71;79
547;101;15/02/2000; 328.64;5;82;40
548;49;01/08/2007; 851.06;2;59;71
549;132;21/11/2017; 58.16;70;11;70
550;144;23/09/2006; 205.86;67;87;29
551;106;22/07/2008; 102.20;42;119;3
552;85;26/01/2003; 667.95;82;25;56
553;85;03/01/2017; 274.56;10;128;98
554;133;21/02/2000; 858.11;9;15;43
555;55;20/12/2002; 89.67;56;38;80
556;114;01/11/2001; 50.25;55;180;16
557;1;07/08/2008; 498.39;60;180;93
558;21;12/07/2005; 575.86;53;124;74
559;76;27/10/2003; 366.81;54;0;30
560;49;03/11/2000; 573.65;48;23;63
561;5;27/10/2014; 87.51;4;111;7
562;108;28/04/2011; 332.59;18;51;50
563;98;06/05/2015; 873.64;50;42;29
564;114;28/05/2008; 855.39;70;164;62
565;93;11/03/2006; 637.50;91;54;76
566;146;08/12/2007; 431.67;39;79;86
567;78;21/01/2001; 214.25;57;48;8
568;137;12/11/2009; 439.34;53;124;88
569;134;13/08/2011; 93.13;81;162;38
570;17;07/09/2014; 523.23;22;38;94
571;59;24/07/2009; 395.17;19;117;15
572;123;01/07/2008; 880.55;37;184;36
573;96;06/02/2006; 379.95;91;89;38
574;138;12/12/2008; 388.42;30;73;39
575;44;18/11/2011; 312.01;24;96;18
576;145;20/07/2009; 250.63;23;168;27
577;100;23/09/2017; 187.46;87;87;34
578;94;21/04/2015; 461.32;64;37;16
579;2;06/07/2007; 130.14;83;116;68
580;2;27/03/2007; 79.70;26;183;93
581;31;15/11/2003; 286.26;93;152;50
582;84;20/02/2002; 365.10;30;9;40
583;150;05/12/2007; 349.29;81;9;42
584;67;13/04/2001; 515.80;62;122;3
585;73;27/09/2014; 103.44;68;36;5
586;55;05/02/2014; 194.32;95;36;13
587;2;15/03/2001; 461.30;38;7;30
588;151;22/08/2002; 770.91;64;133;3
589;53;28/05/2001; 342.43;77;112;27
590;109;08/06/2012; 54.84;48;14;13
591;34;01/06/2005; 282.85;93;157;9
592;135;02/10/2003; 412.37;3;28;67
593;150;24/10/2002; 821.29;80;156;81
594;126;07/05/2002; 801.29;5;80;64
595;119;25/04/2010; 350.24;25;123;42
596;78;26/08/2003; 742.50;64;59;17
597;66;08/03/2017; 659.26;66;74;85
598;34;20/11/2004; 50.12;28;185;88
599;78;23/01/2002; 470.03;76;1;46
600;150;25/04/2012; 588.16;20;134;32
601;2;08/01/2016; 542.44;0;50;21
602;151;28/11/2009; 768.45;2;63;88
603;14;27/02/2007; 362.79;83;156;41
604;4;28/03/2016; 284.96;56;4;77
605;20;11/02/2000; 135.20;58;127;43
606;123;07/01/2016; 397.01;15;90;33
607;9;09/11/2009; 214.78;45;118;17
608;65;15/11/2013; 791.04;46;83;37
609;128;19/01/2008; 146.38;63;179;3
610;127;05/06/2012; 117.61;77;62;20
611;53;17/02/2008; 498.17;23;22;59
612;138;16/05/2007; 796.39;87;94;34
613;48;27/08/2009; 75.04;0;96;81
614;104;13/07/2016; 624.14;86;136;14
615;52;01/01/2013; 338.82;69;46;47
616;108;28/11/2008; 617.91;65;93;85
617;81;14/09/2000; 250.23;68;3;29
618;89;19/07/2003; 38.50;59;3;18
619;131;25/12/2014; 369.20;94;34;17
620;115;20/08/2003; 75.97;94;2;70
621;92;03/11/2016; 697.52;40;85;93
622;54;20/01/2011; 867.58;65;44;3
623;147;24/03/2002; 775.67;21;178;98
624;10;28/09/2011; 771.44;16;173;89
625;82;13/12/2015; 801.31;80;16;26
626;3;11/04/2002; 363.04;5;94;90
627;119;01/07/2011; 471.58;31;24;56
628;55;03/10/2011; 548.05;32;51;45
629;52;19/05/2011; 185.13;79;51;63
630;97;04/06/2003; 174.80;64;97;11
631;36;19/07/2002; 258.89;86;131;99
632;42;23/08/2007; 479.29;13;84;83
633;4;19/12/2006; 630.69;47;107;44
634;153;18/03/2008; 804.57;70;148;69
635;80;26/07/2000; 501.24;73;68;25
636;121;15/08/2005; 645.82;2;71;25
